node_id,degree,clustering,betweenness,pagerank,eigenvector,DB_labels,pagerank_rank,chromosome,start,end,read_count,bases_covered,bin_size,coverage_fraction,total_genes,total_genes_length
15,116.0,0.5134932533733133,0.0018783791285041532,0.003743648645025944,0.056334326833958656,-1,169,NC_000007.14,54840000,54845000,7,213,5000,0.0426,0,0
16,105.0,0.5142857142857142,0.0014900028207502204,0.003440300104043036,0.05131765258038463,0,201,NC_000007.14,54845000,54850000,1,49,5000,0.0098,0,0
17,99.0,0.5198928056070913,0.0012880171108783753,0.003279636114258173,0.04800778579869047,0,228,NC_000007.14,54850000,54855000,6,255,5000,0.051,0,0
18,108.0,0.5280373831775701,0.0014634594421304606,0.0035118635179873683,0.0535669181847362,0,195,NC_000007.14,54855000,54860000,9,351,5000,0.0702,0,0
19,122.0,0.5035902994174231,0.002125785800773838,0.0039096413409147645,0.05882926185698444,-1,150,NC_000007.14,54860000,54865000,7,317,5000,0.0634,0,0
20,110.0,0.5371142618849041,0.0015033434340533185,0.0035635725693852925,0.05528699577831968,-1,187,NC_000007.14,54865000,54870000,8,403,5000,0.0806,0,0
21,141.0,0.51580547112462,0.0026588063073309898,0.004408353954676697,0.06945899510444582,0,57,NC_000007.14,54870000,54875000,9,393,5000,0.0786,0,0
22,135.0,0.5221669430624655,0.0024035225887293387,0.004245662964944228,0.06679315033465241,0,89,NC_000007.14,54875000,54880000,17,723,5000,0.1446,0,0
23,131.0,0.5228420434527304,0.0022847602736365664,0.004140933867256896,0.06445328834025099,0,108,NC_000007.14,54880000,54885000,37,1394,5000,0.2788,0,0
24,135.0,0.49695964621337757,0.0026067980719732212,0.004254488133365118,0.06541164993775996,-1,85,NC_000007.14,54885000,54890000,70,3333,5000,0.6666,0,0
25,137.0,0.5105195362816659,0.0025844190298088825,0.004302720070853732,0.06716709854601749,-1,80,NC_000007.14,54890000,54895000,8,405,5000,0.081,0,0
26,139.0,0.5253358722098804,0.0024934327919975256,0.004353888463532322,0.06859509048379821,0,67,NC_000007.14,54895000,54900000,4,198,5000,0.0396,0,0
27,143.0,0.5118684132768639,0.0028228092325480957,0.0044699884497787605,0.06982004281025125,-1,50,NC_000007.14,54900000,54905000,11,386,5000,0.0772,0,0
28,153.0,0.5024079807361541,0.0033497333676914594,0.004743544285776741,0.07432278490447435,-1,19,NC_000007.14,54905000,54910000,18,712,5000,0.1424,0,0
29,140.0,0.5183967112024666,0.0026158896791631677,0.004381721144710967,0.06878107060520018,0,62,NC_000007.14,54910000,54915000,10,1955,5000,0.391,0,0
30,153.0,0.520811833505332,0.0030493806386322443,0.004727666105624912,0.07579317120814058,-1,21,NC_000007.14,54915000,54920000,7,331,5000,0.0662,0,0
31,150.0,0.4908398331217123,0.0033107020723086578,0.004671065905281827,0.0719146507381735,0,24,NC_000007.14,54920000,54925000,6,303,5000,0.0606,0,0
32,157.0,0.5033912324234905,0.003461970117400418,0.004849241130604236,0.07667556564445664,0,13,NC_000007.14,54925000,54930000,1,51,5000,0.0102,0,0
33,148.0,0.5124103695532267,0.0030268800704799856,0.004600358710681854,0.07298415536166349,-1,30,NC_000007.14,54930000,54935000,163,571,5000,0.1142,0,0
34,161.0,0.5013975155279503,0.003668493272160916,0.004958282361891008,0.07825484452736614,0,8,NC_000007.14,54935000,54940000,817,1808,5000,0.3616,0,0
35,167.0,0.4977274366928793,0.004015361906319439,0.0051234323917824075,0.08070076543287705,-1,2,NC_000007.14,54940000,54945000,1,51,5000,0.0102,0,0
36,144.0,0.5217560217560218,0.0027032188613790877,0.0044834198606045405,0.07159626668118732,0,47,NC_000007.14,54945000,54950000,5,251,5000,0.0502,0,0
37,147.0,0.5089277279168635,0.0029765664739214446,0.004577748401449488,0.07158378905716158,0,33,NC_000007.14,54950000,54955000,2,102,5000,0.0204,0,0
38,147.0,0.5239489844119036,0.002790516185254427,0.004571489170336666,0.07232769246907746,0,35,NC_000007.14,54955000,54960000,6,202,5000,0.0404,0,0
39,151.0,0.5267114093959732,0.002903128025582987,0.004674770781652406,0.0749399213308885,0,23,NC_000007.14,54960000,54965000,5,151,5000,0.0302,0,0
40,138.0,0.5223738495715646,0.002470573282314382,0.004320956660957645,0.0685225498429753,0,74,NC_000007.14,54965000,54970000,3,102,5000,0.0204,0,0
41,135.0,0.5416900460105487,0.002190258515351811,0.004237476768538178,0.06749119318286295,-1,91,NC_000007.14,54970000,54975000,0,0,5000,0.0,0,0
42,133.0,0.5381635907951697,0.0021095001491501348,0.00417759229434328,0.06686704877894008,0,100,NC_000007.14,54975000,54980000,2,100,5000,0.02,0,0
43,110.0,0.5572977481234362,0.0013617410520342366,0.0035563218190184038,0.05564985511412383,0,189,NC_000007.14,54980000,54985000,5,252,5000,0.0504,0,0
44,128.0,0.5237450787401575,0.0021322695364328122,0.004055418556505839,0.0631589003856392,0,124,NC_000007.14,54985000,54990000,3,151,5000,0.0302,0,0
45,117.0,0.5194518125552609,0.0017737887385850762,0.0037606697828067334,0.057289403269800074,1,167,NC_000007.14,54990000,54995000,29,1427,5000,0.2854,1,26503
46,130.0,0.5451401311866428,0.001994926659932992,0.004095911172968472,0.0656482948104063,-1,117,NC_000007.14,54995000,55000000,41,1535,5000,0.307,0,0
47,122.0,0.5103305785123967,0.0020142415926179976,0.003902555942432991,0.059181296996818164,0,151,NC_000007.14,55000000,55005000,38,1426,5000,0.2852,0,0
48,100.0,0.5216161616161616,0.0013034606342710454,0.0033025726571480982,0.048962410759883945,-1,222,NC_000007.14,55005000,55010000,43,1204,5000,0.2408,0,0
49,93.0,0.5425226946966077,0.0010108728627632262,0.003109529895730068,0.04596186184021481,-1,236,NC_000007.14,55010000,55015000,98,2708,5000,0.5416,0,0
50,96.0,0.5388157894736842,0.0011881381301592571,0.0032063075593309126,0.04582220617589478,-1,231,NC_000007.14,55015000,55020000,185,2982,5000,0.5964,2,219114
51,104.0,0.5457833618884447,0.001321080868544662,0.0034168974609993376,0.05053203711394963,-1,203,NC_000007.14,55020000,55025000,696,5000,5000,1.0,0,0
52,112.0,0.5215572715572716,0.0016727141570327469,0.0036352541957895357,0.05404775847116168,-1,182,NC_000007.14,55025000,55030000,262,5000,5000,1.0,0,0
53,128.0,0.5022145669291339,0.00230387994084931,0.0040691668227615845,0.06157019645143154,0,120,NC_000007.14,55030000,55035000,266,5000,5000,1.0,0,0
54,139.0,0.5068232307204062,0.002656806708238339,0.00436814917104239,0.06710035914092502,0,63,NC_000007.14,55035000,55040000,224,5000,5000,1.0,0,0
55,125.0,0.5271439811172305,0.0019472806457934008,0.00397459643822831,0.06147769083921797,0,140,NC_000007.14,55040000,55045000,367,5000,5000,1.0,0,0
56,166.0,0.5135450894487039,0.003752345836293795,0.005092891181524331,0.08078063021141942,0,3,NC_000007.14,55045000,55050000,216,5000,5000,1.0,0,0
57,149.0,0.5166390880676595,0.0029531594109299094,0.00463219077365439,0.07268312275583723,-1,27,NC_000007.14,55050000,55055000,239,5000,5000,1.0,0,0
58,150.0,0.5042626519136586,0.00310874474541256,0.00466004167214883,0.07319548732082132,0,25,NC_000007.14,55055000,55060000,213,5000,5000,1.0,0,0
59,153.0,0.49879600963192294,0.00336679791739166,0.004748586925045369,0.07382261644597232,0,18,NC_000007.14,55060000,55065000,172,5000,5000,1.0,0,0
60,126.0,0.5053968253968254,0.0022114534739624916,0.004009689236643747,0.06131474977671484,0,133,NC_000007.14,55065000,55070000,240,5000,5000,1.0,0,0
61,145.0,0.5188697318007662,0.0028149782863171402,0.004523779034746989,0.07084313029509597,0,40,NC_000007.14,55070000,55075000,137,5000,5000,1.0,0,0
62,128.0,0.5168103987001624,0.002189160829941311,0.004066708635748845,0.06219656865605638,-1,121,NC_000007.14,55075000,55080000,202,5000,5000,1.0,0,0
63,131.0,0.5241502683363148,0.002197031898083429,0.004143162856549391,0.06410669577493787,0,107,NC_000007.14,55080000,55085000,181,5000,5000,1.0,0,0
64,138.0,0.5074579498571882,0.002642777044781233,0.004333499787086255,0.06709088888545892,0,71,NC_000007.14,55085000,55090000,123,5000,5000,1.0,0,0
65,101.0,0.515959595959596,0.001356727626830199,0.003338252583908381,0.04880871561076323,-1,217,NC_000007.14,55090000,55095000,132,5000,5000,1.0,0,0
66,107.0,0.519496855345912,0.0014872880329447273,0.0034942852591489876,0.05233393838761581,0,196,NC_000007.14,55095000,55100000,150,5000,5000,1.0,0,0
67,102.0,0.4925257231605514,0.001545687062802229,0.0033719282716969576,0.04879837465154504,-1,214,NC_000007.14,55100000,55105000,195,5000,5000,1.0,0,0
68,99.0,0.5110286538857968,0.0013425218646410885,0.0032824479666648345,0.0479613520932984,-1,227,NC_000007.14,55105000,55110000,348,5000,5000,1.0,0,0
69,80.0,0.555379746835443,0.0007723258598640398,0.002768919922709134,0.038731332201569595,-1,248,NC_000007.14,55110000,55115000,1159,5000,5000,1.0,0,0
70,103.0,0.5488254707823723,0.001299271539741317,0.0033953999284385816,0.049756340603741504,-1,208,NC_000007.14,55115000,55120000,1027,5000,5000,1.0,0,0
71,100.0,0.5658627087198516,0.001098989574742994,0.003298531404594714,0.049618507956707664,-1,224,NC_000007.14,55120000,55125000,2047,5000,5000,1.0,0,0
72,100.0,0.5468686868686868,0.0012337321455475993,0.0033386992520045597,0.04865733899520331,-1,216,NC_000007.14,55155000,55160000,11746,5000,5000,1.0,0,0
73,132.0,0.5247513300948415,0.002287115191757878,0.004170065056099466,0.06447595734697728,-1,103,NC_000007.14,55160000,55165000,11594,5000,5000,1.0,0,0
74,114.0,0.5266263002639342,0.0017372912636845698,0.003691280231994406,0.055187103872610783,-1,173,NC_000007.14,55165000,55170000,7722,5000,5000,1.0,0,0
75,99.0,0.5476541131916685,0.001177241275369785,0.0032855821441186437,0.047727007376758106,-1,226,NC_000007.14,55170000,55175000,8403,5000,5000,1.0,0,0
76,128.0,0.5232529527559056,0.002117592194636396,0.004059960274141109,0.06276647782949102,-1,123,NC_000007.14,55175000,55180000,1021,5000,5000,1.0,1,9199
77,98.0,0.532860824742268,0.001206286509477453,0.0032571119130662195,0.047308158022909275,0,229,NC_000007.14,55180000,55185000,6203,5000,5000,1.0,0,0
78,117.0,0.5176911544227886,0.0017819541770531958,0.0037677771329906987,0.056746269086673684,0,164,NC_000007.14,55185000,55190000,2133,5000,5000,1.0,1,9199
79,103.0,0.5187511897963069,0.0014666129339938236,0.003397088312136878,0.04954599806307576,-1,207,NC_000007.14,55190000,55195000,6852,5000,5000,1.0,0,0
80,117.0,0.5331334332833583,0.0017250208290561057,0.003769298833563968,0.05659844452744085,0,163,NC_000007.14,55195000,55200000,5004,5000,5000,1.0,0,0
81,108.0,0.5159224645205953,0.0016415944445343433,0.0035355044719510664,0.051594774977978014,1,192,NC_000007.14,55200000,55205000,17526,5000,5000,1.0,0,0
82,104.0,0.5332191128878736,0.0013236778804138873,0.0034103501478862743,0.05114504410363753,0,205,NC_000007.14,55205000,55210000,149982,5000,5000,1.0,0,0
83,115.0,0.5127383676582761,0.0017547302489739306,0.003709015109992411,0.0561310799107691,-1,171,NC_000007.14,55210000,55215000,44676,5000,5000,1.0,1,192611
84,101.0,0.5257425742574258,0.0013255305356630084,0.0033281890323350596,0.04982341586144058,0,219,NC_000007.14,55215000,55220000,125,5000,5000,1.0,0,0
85,104.0,0.526556253569389,0.0013396890064385292,0.0034106336298031534,0.0509969306315521,0,204,NC_000007.14,55220000,55225000,31,5000,5000,1.0,0,0
86,87.0,0.52071638599305,0.0010003439937811415,0.0029539215016036913,0.04229055419594708,0,243,NC_000007.14,55225000,55230000,16,5000,5000,1.0,0,0
87,90.0,0.5247701736465782,0.0009975431006359124,0.003033863593824972,0.043822351533015606,0,239,NC_000007.14,55230000,55235000,27,5000,5000,1.0,0,0
88,93.0,0.5532728141423794,0.00098509662939498,0.003108968305133925,0.04614927095835717,1,237,NC_000007.14,55235000,55240000,78,5000,5000,1.0,1,17199
89,98.0,0.5446735395189003,0.001144103178377861,0.0032570955527099245,0.04704458252954926,-1,230,NC_000007.14,55240000,55245000,36,5000,5000,1.0,0,0
90,88.0,0.5514629049111808,0.0009597045329313701,0.0029940820561570733,0.04151999491434574,0,240,NC_000007.14,55245000,55250000,67,5000,5000,1.0,0,0
91,95.0,0.5348264277715565,0.001238805704748084,0.0031974522832686875,0.04353957951852433,-1,232,NC_000007.14,55250000,55255000,160,5000,5000,1.0,0,0
92,118.0,0.47993625959727654,0.002111507853302695,0.003811617957240877,0.05523271284983569,0,157,NC_000007.14,55255000,55260000,819,5000,5000,1.0,1,17199
93,135.0,0.5105583195135434,0.0024502570032812806,0.004249114947171272,0.06597250236562277,-1,88,NC_000007.14,55260000,55265000,11,5000,5000,1.0,0,0
94,148.0,0.5125022982165839,0.0029524398122896954,0.004601028119682011,0.0725024405397918,0,29,NC_000007.14,55265000,55270000,11,5000,5000,1.0,0,0
95,123.0,0.5411168865787018,0.001795273464413457,0.003911831402942501,0.06144555819211781,0,149,NC_000007.14,55270000,55275000,7,5000,5000,1.0,0,0
96,124.0,0.5424496867919499,0.001768674987157395,0.003939130634460454,0.061754514240986096,0,143,NC_000007.14,55275000,55280000,3,5000,5000,1.0,0,0
97,118.0,0.5694625525133999,0.0014798525448076292,0.0037730832259358278,0.05917437779209139,0,162,NC_000007.14,55280000,55285000,12,5000,5000,1.0,0,0
98,113.0,0.5719026548672567,0.001308340722710497,0.003629148420669337,0.05779050276957005,0,183,NC_000007.14,55285000,55290000,15,5000,5000,1.0,0,0
99,93.0,0.6014492753623188,0.0007778529772015382,0.003085240027119005,0.04833990660035474,0,238,NC_000007.14,55290000,55295000,16,5000,5000,1.0,0,0
100,94.0,0.592332865825152,0.0008124471781358784,0.0031135197879282365,0.04880409724480435,-1,235,NC_000007.14,55295000,55300000,3,5000,5000,1.0,0,0
101,104.0,0.5652008376166,0.0011386607625469118,0.003391946424097466,0.05272517603422397,0,211,NC_000007.14,55300000,55305000,3,5000,5000,1.0,0,0
102,101.0,0.5943434343434344,0.0009610951606857765,0.0033029232712782487,0.05226245673461894,0,221,NC_000007.14,55305000,55310000,4,5000,5000,1.0,0,0
103,106.0,0.576007326007326,0.0011047711024847536,0.0034382913461186806,0.05447018469863441,0,202,NC_000007.14,55310000,55315000,10,5000,5000,1.0,0,0
104,124.0,0.577635612421698,0.0015273725929264021,0.003919496691073507,0.06400635441176256,-1,146,NC_000007.14,55315000,55320000,10,5000,5000,1.0,0,0
105,126.0,0.5859047619047619,0.0015702947216301852,0.003972220067791269,0.06529627748718152,0,141,NC_000007.14,55320000,55325000,7,5000,5000,1.0,0,0
106,127.0,0.5566804149481315,0.0017638710576519492,0.004005700930366572,0.06489196586528446,0,134,NC_000007.14,55325000,55330000,11,5000,5000,1.0,0,0
107,150.0,0.5283221476510067,0.002815293609605241,0.004640026029221105,0.07495883359765512,0,26,NC_000007.14,55330000,55335000,8,5000,5000,1.0,0,0
108,136.0,0.5510226644555003,0.0020534108649560845,0.0042519136260435846,0.06895869857061603,0,86,NC_000007.14,55335000,55340000,13,5000,5000,1.0,0,0
109,145.0,0.5318570318570318,0.0025592755730875216,0.0045037933091439265,0.07242242395924295,0,42,NC_000007.14,55340000,55345000,13,5000,5000,1.0,0,0
110,165.0,0.5305986696230599,0.0033111635764584615,0.0050409342368738595,0.08239025059830378,0,6,NC_000007.14,55345000,55350000,17,5000,5000,1.0,0,0
111,149.0,0.5359441073726788,0.002658085701729066,0.004610416469416814,0.07444427725466214,-1,28,NC_000007.14,55350000,55355000,10,5000,5000,1.0,0,0
112,153.0,0.5159958720330238,0.003120446510128549,0.0047303356721442695,0.07554956162614158,0,20,NC_000007.14,55355000,55360000,13,5000,5000,1.0,0,0
113,131.0,0.5451401311866428,0.0019651096006228783,0.004119346318005927,0.066369929418066,0,112,NC_000007.14,55360000,55365000,13,5000,5000,1.0,0,0
114,173.0,0.5157951337545369,0.00393546401797624,0.005268889885820928,0.08537221980427681,-1,1,NC_000007.14,55365000,55370000,1900,5000,5000,1.0,1,68400
115,143.0,0.528612232837585,0.002544439939829015,0.004451376963848393,0.07139569065287978,0,52,NC_000007.14,55370000,55375000,295,5000,5000,1.0,0,0
116,146.0,0.5194142654700047,0.002745267692935495,0.004535781538539169,0.07262191450433576,0,37,NC_000007.14,55375000,55380000,277,5000,5000,1.0,0,0
117,140.0,0.5278520041109969,0.002347425105383481,0.00436561273760133,0.07001331614169844,0,65,NC_000007.14,55380000,55385000,264,5000,5000,1.0,0,0
118,126.0,0.5304126984126984,0.0019378488472501806,0.00399106790753659,0.06296711742838743,0,136,NC_000007.14,55385000,55390000,301,5000,5000,1.0,0,0
119,139.0,0.5341465957668647,0.0023488182369860115,0.004340934036116945,0.06973256189964147,-1,70,NC_000007.14,55390000,55395000,1478,5000,5000,1.0,0,0
120,139.0,0.5343551245959753,0.0023088991950871046,0.0043420413614450645,0.06926104219404484,0,69,NC_000007.14,55395000,55400000,6422,5000,5000,1.0,0,0
121,110.0,0.5262718932443703,0.0015294242024104625,0.003565531716441851,0.054591854520008885,0,186,NC_000007.14,55400000,55405000,8280,5000,5000,1.0,0,0
122,100.0,0.5394763966192537,0.001144125609751001,0.0032889094367020534,0.050048618654860225,-1,225,NC_000007.14,55405000,55410000,1918,5000,5000,1.0,0,0
123,110.0,0.5668056713928273,0.0013012942591724233,0.0035508357180285724,0.05621238844246074,0,190,NC_000007.14,55410000,55415000,6618,5000,5000,1.0,0,0
124,103.0,0.5193222920236056,0.001392832487919391,0.00338111793694221,0.05052744365216966,-1,213,NC_000007.14,55415000,55420000,1905,5000,5000,1.0,0,0
125,113.0,0.5442477876106194,0.0014880662535964716,0.0036434784614257127,0.056098609257375746,0,181,NC_000007.14,55420000,55425000,1955,5000,5000,1.0,0,0
126,116.0,0.5541229385307347,0.0015120074698614975,0.003714842257316968,0.05875944354768102,0,170,NC_000007.14,55425000,55430000,6972,5000,5000,1.0,0,0
127,104.0,0.566840926064227,0.0011722441431072383,0.0033906546366141255,0.05297660420717041,-1,212,NC_000007.14,55430000,55435000,25083,5000,5000,1.0,2,205938
128,88.0,0.5807210031347962,0.0007854142279800273,0.002959951404205406,0.044685155162536745,2,242,NC_000007.14,55435000,55440000,1865,5000,5000,1.0,0,0
129,104.0,0.5495907100704359,0.0011954229332330937,0.0033947412779742115,0.05236781505287162,-1,209,NC_000007.14,55440000,55445000,1079,5000,5000,1.0,0,0
130,129.0,0.5318556201550387,0.002056578347282663,0.004074872469515109,0.06428239814669705,-1,119,NC_000007.14,55445000,55450000,1051,5000,5000,1.0,0,0
131,130.0,0.5320978682170543,0.002047336820245204,0.0040996280840265974,0.06519653239446996,0,115,NC_000007.14,55450000,55455000,8947,5000,5000,1.0,0,0
132,148.0,0.5181099466813752,0.0028554082746830283,0.004592570424295544,0.07314213167671985,0,32,NC_000007.14,55455000,55460000,38149,5000,5000,1.0,0,0
133,161.0,0.5210403726708075,0.0032909013924213586,0.0049384926713265265,0.08009484166573033,0,9,NC_000007.14,55460000,55465000,34629,5000,5000,1.0,0,0
134,148.0,0.5108563973534619,0.002900224904092458,0.004595978031321134,0.0729524553984665,0,31,NC_000007.14,55465000,55470000,30709,5000,5000,1.0,0,0
135,143.0,0.5146339027070223,0.0026593912632861864,0.004457198523604073,0.07056188863193519,0,51,NC_000007.14,55470000,55475000,325761,5000,5000,1.0,0,0
136,160.0,0.5134145370591513,0.003371659697534165,0.0049192201690701366,0.07876231294029698,-1,10,NC_000007.14,55475000,55480000,9313,5000,5000,1.0,0,0
137,139.0,0.5274516026658204,0.0023856681245675226,0.004343541367658627,0.06934018402430023,0,68,NC_000007.14,55480000,55485000,8882,5000,5000,1.0,0,0
138,160.0,0.5290183902555529,0.003149952009308895,0.004908381106183083,0.07998946197457293,0,11,NC_000007.14,55485000,55490000,8824,5000,5000,1.0,0,0
139,154.0,0.5180375180375181,0.003109612431226169,0.0047540400136742746,0.07623355927207352,1,17,NC_000007.14,55490000,55495000,16385,5000,5000,1.0,0,0
140,152.0,0.5316556291390728,0.0028235415353371892,0.004692165975234601,0.07611736222014201,0,22,NC_000007.14,55495000,55500000,3094,5000,5000,1.0,0,0
141,165.0,0.5269770879526977,0.003451256067145383,0.0050473696686159225,0.08219398540137252,0,5,NC_000007.14,55500000,55505000,223,5000,5000,1.0,0,0
142,157.0,0.5431761786600496,0.0028631468912998794,0.004820449697178826,0.07925069886875755,0,14,NC_000007.14,55505000,55510000,172,5000,5000,1.0,0,0
143,141.0,0.5466598150051387,0.0022917012176497504,0.00438897255937824,0.07140053565480066,0,60,NC_000007.14,55510000,55515000,193,5000,5000,1.0,0,0
144,133.0,0.5503531556163135,0.0020240070867067633,0.00417102061842572,0.06761369791400537,-1,102,NC_000007.14,55515000,55520000,179,5000,5000,1.0,0,0
145,142.0,0.5644790730196784,0.0021466583375652623,0.004405901522770712,0.07273627902615082,-1,58,NC_000007.14,55520000,55525000,483,5000,5000,1.0,0,0
146,142.0,0.5476190476190477,0.0022824644097118613,0.004414225355235269,0.07193340877178682,0,56,NC_000007.14,55525000,55530000,300,5000,5000,1.0,0,0
147,135.0,0.5332227750138198,0.0022258069924788455,0.0042327490834196905,0.0677800406954942,2,92,NC_000007.14,55530000,55535000,329,5000,5000,1.0,0,0
148,114.0,0.5497787610619469,0.0014346951722090402,0.0036613334941896433,0.05779712258700762,0,178,NC_000007.14,55535000,55540000,344,5000,5000,1.0,0,0
149,126.0,0.5508387096774193,0.001763471773541194,0.003983750406838675,0.064060288617948,0,138,NC_000007.14,55540000,55545000,407,5000,5000,1.0,0,0
150,144.0,0.5442890442890443,0.002442287118654127,0.004471174240384796,0.07267212851458144,-1,49,NC_000007.14,55545000,55550000,413,5000,5000,1.0,0,0
151,155.0,0.517134478424801,0.0031530658168994474,0.004782439325593701,0.07651848766247418,-1,15,NC_000007.14,55550000,55555000,421,5000,5000,1.0,0,0
152,138.0,0.5313657040093092,0.002390681066534949,0.004317927891081716,0.06881182780162211,-1,76,NC_000007.14,55555000,55560000,264,5000,5000,1.0,0,0
153,138.0,0.5264061829111206,0.0024027023713545374,0.004319955725393306,0.0687057141150713,0,75,NC_000007.14,55560000,55565000,260,5000,5000,1.0,0,0
154,138.0,0.536655030149159,0.0023029603104268415,0.004312510624503673,0.06942985982302352,0,77,NC_000007.14,55565000,55570000,204,5000,5000,1.0,0,0
155,128.0,0.5221456692913385,0.0020702329214629094,0.004048133352581763,0.06372917812591114,-1,126,NC_000007.14,55570000,55575000,155,4715,5000,0.943,2,161432
156,128.0,0.5150606174228222,0.00212451639671332,0.004054365457619975,0.06298352995435044,0,125,NC_000007.14,55575000,55580000,27,5000,5000,1.0,0,0
157,140.0,0.5338338025231988,0.0023453892328891435,0.0043666757512705314,0.06997093352921019,-1,64,NC_000007.14,55580000,55585000,19,5000,5000,1.0,0,0
158,114.0,0.5387168141592921,0.0015337201138399047,0.003668732514406653,0.05681152380547602,0,177,NC_000007.14,55585000,55590000,81,4721,5000,0.9442,0,0
159,117.0,0.5500749625187407,0.0015749501853109368,0.0037487120077541575,0.05861986274439902,0,168,NC_000007.14,55590000,55595000,81,2518,5000,0.5036,0,0
160,102.0,0.5579499126383226,0.0011675920416833337,0.0033411273032793926,0.05138339844222214,0,215,NC_000007.14,55595000,55600000,83,2006,5000,0.4012,1,23894
161,106.0,0.54303683737646,0.0013300422738541171,0.003452542190353481,0.05288563516314049,-1,200,NC_000007.14,55600000,55605000,46,1616,5000,0.3232,0,0
162,125.0,0.5246451612903226,0.001997360400618596,0.003971170045074588,0.06173831700316877,-1,142,NC_000007.14,55605000,55610000,120,2503,5000,0.5006,0,0
163,130.0,0.5370522607163829,0.0021285995519701394,0.004129066117660492,0.06547023335095312,-1,110,NC_000007.14,55610000,55615000,45,5000,5000,1.0,0,0
164,114.0,0.5570563577084303,0.0014495908833382033,0.0036602874297947123,0.05798614662490317,-1,180,NC_000007.14,55615000,55620000,80,5000,5000,1.0,0,0
165,124.0,0.5470757933385786,0.001775972298574821,0.003933773321558848,0.06248073911224581,0,144,NC_000007.14,55620000,55625000,175,5000,5000,1.0,0,0
166,112.0,0.5452059202059202,0.0014781624723629195,0.003613644971140616,0.05613725855793925,0,184,NC_000007.14,55625000,55630000,618,5000,5000,1.0,0,0
167,117.0,0.518272914824639,0.0018204965969781562,0.0037613359395667484,0.057131479384236586,-1,166,NC_000007.14,55630000,55635000,593,5000,5000,1.0,0,0
168,127.0,0.5064366954130733,0.0022102555302307477,0.004034711049938435,0.06168596409207534,0,129,NC_000007.14,55635000,55640000,708,5000,5000,1.0,0,0
169,108.0,0.5141917618553132,0.0016353311793939993,0.00352594707581931,0.05203989432023196,-1,193,NC_000007.14,55640000,55645000,428,5000,5000,1.0,0,0
170,93.0,0.49402771141901575,0.0012717098416808875,0.0031279460507457036,0.04382936920072385,0,233,NC_000007.14,55645000,55650000,354,5000,5000,1.0,0,0
171,81.0,0.5183544303797468,0.0008584371104475655,0.002792576367483199,0.03917868743749863,1,247,NC_000007.14,55650000,55655000,27,5000,5000,1.0,0,0
172,104.0,0.5502240477968633,0.0012164110138816082,0.0033934066619181577,0.052617813129918166,2,210,NC_000007.14,55655000,55660000,221,5000,5000,1.0,0,0
